book_id,language,title,year,author,place,manifest
856806,deu,mit 1 Kupfer,1802.0,"Benkowitz, Karl Friedrich",Leipzig,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23040201/manifest2.json
856807,deu,Helios der Titan oder Rom und Neapel,1803.0,"Benkowitz, Karl Friedrich",Leipzig,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23040202/manifest2.json
856808,deu,Spaziergang nach Syrakus im Jahre 1802,1868.0,"Seume, Johann Gottfried",Leipzig,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304030h/manifest2.json
856809,deu,Meine Reise wider Willen,1803.0,,Göttingen,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304031/manifest2.json
856810,deu,Italien,1803.0,"Rehfues, Philipp Joseph von",Berlin,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304032/manifest2.json
856813,eng,"Picturesque Tour From Geneva To Milan, By Way Of The Simplon",1820.0,"Shoberl, Frederic",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304111b/manifest2.json
856815,eng,Extracts from a journal,1820.0,"Monson, W. I.",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304200/manifest2.json
856816,eng,Italy and its inhabitants,1820.0,"Galiffe, Jacques Augustin",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23042051/manifest2.json
856817,eng,Italy and its inhabitants,1820.0,"Galiffe, Jacques Augustin",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23042052/manifest2.json
856818,eng,A tour through the southern provinces of the Kingdom of Naples,1821.0,"Craven, Keppel Richard",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304212a/manifest2.json
856819,fra,Lettres sur les vallées de Lanzo,1823.0,"Francesetti, Louis",Turin,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304230/manifest2.json
856820,eng,Observations on Italy,1825.0,"Bell, John",Edinburgh,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304250/manifest2.json
856821,eng,Observations on Italy,1834.0,"Bell, John",Naples,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304250a1/manifest2.json
856822,eng,Observations on Italy,1834.0,"Bell, John",Naples,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304250a2/manifest2.json
856823,eng,"Travels through Sicily and the Lipari Islands, in the month of December, 1824",1827.0,"Haghe, Louis",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304270/manifest2.json
856824,eng,The tourist in Switzerland and Italy,1830.0,"Roscoe, Thomas",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304303/manifest2.json
856825,deu,Bilder aus Italien,1833.0,"Oefele, Aloys von",Frankfurt a. M.,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa230433012/manifest2.json
856826,deu,Italien,1838.0,"Cooper, James Fenimore",Frankfurt am Main,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304381a1/manifest2.json
856827,deu,Italien,1838.0,"Cooper, James Fenimore",Frankfurt am Main,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304381a2/manifest2.json
856828,fra,Lettre à ma famille ou Six mois en Italie,1839.0,,,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304394/manifest2.json
856829,eng,Illustrated excursions in Italy,1846.0,"Lear, Edward",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304460/manifest2.json
856830,deu,Italienische Reisebilder,1846.0,"Dickens, Charles",Leipzig,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304461e/manifest2.json
856831,eng,"Notes from a journal kept in Italy and Sicily, during the years 1844, 1845, and 1846",1847.0,"Francis, John G.",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304470/manifest2.json
856835,eng,"An autum in Sicily, being an account of the principal remains of antiquity existing in that island, with short sketches of its ancient and modern history",1850.0,"Ormonde, John Butler of",Dublin,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304503/manifest2.json
856836,fra,Vues de mon voyage en Italie 1845,1852.0,"Gray, Zoë de",[Europa],https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304524/manifest2.json
856838,eng,Six months in Italy,1853.0,"Hillard, George Stillman",Boston,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23045311/manifest2.json
856839,eng,Six months in Italy,1853.0,"Hillard, George Stillman",Boston,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23045312/manifest2.json
856840,eng,Brick and marble in the Middle Ages,1855.0,"Street, George Edmund",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304553/manifest2.json
856841,eng,"Summer experiences of Rome, Perugia, and Siena, in 1854",1856.0,"Westropp, J. E.",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304560/manifest2.json
856842,eng,Italy,1859.0,"Broughton, John Cam Hobhouse",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23045921/manifest2.json
856843,eng,Italy,1859.0,"Broughton, John Cam Hobhouse",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23045922/manifest2.json
856844,eng,Through the Tyrol to Venice,1860.0,"Hall, Newman",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304602/manifest2.json
856845,eng,Something of Italy,1862.0,"Chambers, William",Edinburgh [u.a.],https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304621/manifest2.json
856846,eng,English travellers and Italian brigands,1866.0,"Moens, William John Charles",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23046651/manifest2.json
856847,eng,English travellers and Italian brigands,1866.0,"Moens, William John Charles",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa23046652/manifest2.json
856850,fra,L' Italie pittoresque,1883.0,"Gourdault, Jules",Paris,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa2304834/manifest2.json
856851,eng,Italian castles and country seats,1911.0,"Bates-Batcheller, Tryphosa",New York [u.a.],https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa3005117a/manifest2.json
856852,eng,Through the Apennines and the lands of the Abruzzi,,"Canziani, Estella",,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa3005280/manifest2.json
866583,fra,"Contenant: La Lombardie Scavoir, La République de Gennes, Les Duchés de Milan, Parme, Modene, & Mantoûe, Les Républiques de Venise, de Lucques, & le grand Duché de Toscane",1704.0,"Blaeu, Joan",Amsterdam,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030401/manifest2.json
866584,fra,Contenant: L'Etat Ecclésiastique Ou De L'Eglise,1704.0,"Blaeu, Joan",Amsterdam,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030402/manifest2.json
866585,fra,Contenant: Le Royaume De Naples Et De Sicile,1704.0,"Blaeu, Joan",Amsterdam,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030403/manifest2.json
866586,fra,"Nouveau Theatre D'Italie, Ou Description Exacte De La Ville De Rome, Ancienne, Et Nouvelle",1704.0,"Blaeu, Joan",Amsterdam,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030404/manifest2.json
866588,fra,Les Delices De L'Italie,1709.0,"Rogissart, Alexandre de",Leide,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803060b1/manifest2.json
866611,eng,An account of the manners and customs of Italy,1768.0,"Baretti, Giuseppe",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa17036811/manifest2.json
866612,eng,An account of the manners and customs of Italy,1768.0,"Baretti, Giuseppe",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa17036812/manifest2.json
866613,eng,"Letters from Italy, in the years 1754 and 1755",1773.0,"Orrery, John Boyle of",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703730/manifest2.json
866615,fra,"Seconde Partie Du Premier Volume: Contenant Une Description des Antiquités d'Herculanum, des Plans & des Détails de son Théâtre, avec une Notice abrégé des différens Spectacles des Anciens. Les Antiquités de Pompeïi. La Description des Champs Phlégréens, & enfin celle de la Campanie & des Villes des environs de Naples",1782.0,"Saint Non, Jean Claude Richard de",Paris,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703810c2/manifest2.json
866616,fra,"Troisième Volume: Contenant Le Voyage ou Circuit de la partie Méridionale de l'Italie, anciennement appellée Grande-Grèce",1783.0,"Saint Non, Jean Claude Richard de",Paris,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703810c3/manifest2.json
866617,fra,Quatrième Volume: Contenant La Description De La Sicile. Première Partie,1785.0,"Saint Non, Jean Claude Richard de",Paris,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703810c41/manifest2.json
866618,fra,Quatrième Volume: Contenant La Description De La Sicile. Seconde Partie,1786.0,"Saint Non, Jean Claude Richard de",Paris,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703810c42/manifest2.json
866620,eng,A view of society and manners in Italy with anecdotes relating to some eminent characters,1790.0,"Moore, John",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703861a1/manifest2.json
866621,eng,A view of society and manners in Italy with anecdotes relating to some eminent characters,1790.0,"Moore, John",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703861a2/manifest2.json
867194,ita_old,Descrittione di tutta Italia,1550.0,"Alberti, Leandro",Bologna,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7801500/manifest2.json
867195,ita_old,Ritratto delle più nobili et famose città d'Italia,1575.0,"Sansovino, Francesco",Venetia,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7801750/manifest2.json
867196,lat,"Monumentorum Italiae, quae hoc nostro saeculo & à Christianis posita sunt, libri quatuor",1592.0,"Schrader, Lorenz",Helmaestadii,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7801920/manifest2.json
867197,ita_old,Heroico splendore delle città del mondo,1642.0,"Lauro, Giacomo",Roma,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802420/manifest2.json
867198,dutch,"Wegh-wyser door Italien, of beschrijvinge der landen en steden van Italien",1665.0,"Bos, Lambert van den",,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802650/manifest2.json
867199,ita_old,"Viaggio Pittoresco In cui si notano distintamente tutte le Pitture famose de' più celebri Pittori, che si conseruano in qualsiuoglia Città dell'Italia",1671.0,"Barri, Giacomo",,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802710/manifest2.json
867200,ita_old,"Itinerario delle pitture, sculture, ed architetture più rare di molte città d'Italia",1782.0,"Chiusole, Adamo",Vicenza,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803820/manifest2.json
867201,ita_old,Vedute degli avanzi dei monumenti antichi delle Due Sicilie,1795.0,"Olivieri, Bernardino",Roma,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb8053950/manifest2.json
867648,ita_old,Osservazioni nel viaggio,1632.0,"Belli, Francesco",Venetia,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1502320/manifest2.json
867650,ita_old,"Viaggio à Roma della S.ra R.le M.tà di Maria Casimira Regina di Polonia ... per il voto di visitare i Luoghi Santi, et il Supremo Pastor della Chiesa Innocenzo XII",1700.0,"Bassani, Antonio",Roma,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1503001/manifest2.json
867651,eng,Letters from a young painter abroad to his friends in England,1750.0,"Russell, John",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703480a1/manifest2.json
867652,eng,Letters from a young painter abroad to his friends in England,1750.0,"Russell, John",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703480a2/manifest2.json
867653,eng,Letters from Italy,1767.0,"Sharp, Samuel",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703660a/manifest2.json
867654,eng,Travels through Italy,1766.0,"Northall, John",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703662/manifest2.json
867655,eng,An extract from the observations made in a tour to Italy,1768.0,"La Condamine, Charles-Marie de",London,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1703680/manifest2.json
869676,deu,Itinerarium Italiae nov-antiquae: oder Raiß-Beschreibung durch Italien ; darinn nicht allein viel underschiedliche Weg durch das Welschland selbsten ; und in dasselbe ; auß Teutschland und Franckreich ... Deßgleichen allerhand Erinnerungen ; von den jetzigen Potentaten in Italia ... Alles zum Theil auß eygener Erfahrung ; zum Theil aber auß alten und newen Schribenten ...,1640.0,"Zeiller, Martin",Fanckfurt am Mayn,https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/fa1502400/manifest2.json
