page_number,valence,arousal,emotion
127,0.39888012155891817,0.196235869331721,disgust
128,0.647404720157716,-0.7388246057171552,sadness
129,-0.49676636229067506,-0.17263491315409385,joy
130,-0.8547539164856328,-0.20790186288067214,surprise
131,0.1826596081622176,-0.15577675579556094,disgust
132,0.7808498863585633,0.8448403110660092,joy
133,0.5527679258226863,0.9727288700746008,joy
134,0.885556649290556,0.7504061012694865,joy
135,0.8427890390152715,0.1938673215049025,sadness
136,-0.6321949675232972,0.08985563676644537,fear
137,0.761229257149487,0.11523874914416088,surprise
138,0.8284828080908522,0.37876233771471624,fear
139,-0.04544130192676499,0.38309613853277247,joy
140,0.632610015609596,-0.9101489007775967,anger
141,-0.5719366442080969,-0.012163951744520674,sadness
142,-0.7363579016027959,-0.25759598570335407,anger
143,0.6664592276329622,0.06601039620994098,sadness
144,-0.40919483066339524,0.6603976305700081,joy
145,0.4807699957331959,-0.1794849966399743,disgust
146,-0.8821740035965071,-0.9815803450190757,fear
147,-0.07817910889860769,0.05978543156623317,disgust
148,0.2481401059987942,0.6661276159460161,disgust
149,-0.1696743017048017,-0.22137529838095515,disgust
150,-0.23630600081050823,-0.2225295307817612,disgust
151,-0.7660243045331674,-0.7804242401747943,sadness
152,0.018601305508768373,0.6222076798442964,sadness
153,-0.5027590575938954,0.13097949066739445,disgust
154,0.8143046420648627,-0.19824012797369472,surprise
155,-0.1496683577299427,0.6294447078407885,anger
156,0.5950414197114988,-0.5874216806511197,fear
157,-0.5982978910589725,-0.7887918673509415,joy
158,-0.9950376041174174,-0.9802750757173411,sadness
159,-0.9328636279271016,-0.8851919189078847,joy
160,-0.8400609364330212,-0.5404461966538177,fear
161,-0.1674653504851642,0.3890568854501908,anger
162,0.14217435564701142,-0.6318948391896828,joy
163,0.4333814947342334,0.23788219955996492,fear
164,-0.5008241760225027,-0.5730038079275896,surprise
165,0.7402011573907332,-0.8106626630825715,anger
166,0.04898246333721423,-0.3822923222666952,fear
167,0.29274721305817275,0.6116627431048154,disgust
168,0.24139020835105662,0.53729597850475,anger
169,0.7916005927932923,0.16643848583328102,joy
170,0.38080167837278056,0.8697637156140854,surprise
171,0.1550876208706775,-0.8840275116740608,joy
172,0.5785236070811179,0.08198360721982745,joy
173,0.18225123981047853,-0.10213093293333042,disgust
174,-0.9904261820698261,0.4697474568055573,surprise
175,-0.8722455780332006,0.39563508353270915,disgust
176,-0.9192873061423503,0.9390001937590868,surprise
177,-0.21569818597052004,-0.254522259873458,anger
178,-0.9753857924451739,0.4624539977284514,sadness
179,-0.6400645665393858,0.4951222329902478,fear
180,-0.5887334608166142,0.25012224850471076,sadness
181,0.8549757287401534,0.7315666557019194,joy
182,0.22800159630120387,0.3302018548001644,disgust
183,0.3879701268321629,-0.6782338629098836,sadness
184,0.660168358791938,-0.4628210458848254,joy
185,0.4115311877863832,-0.4171374430524295,disgust
186,-0.212373773926273,-0.9823423654991728,fear
187,0.6768559757200427,-0.2664464365607966,sadness
